,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
1626,831712,2017-01-10 12:30:00,38.949659999999994,-121.09993,Placer,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,136.8913,Category 1,3000,0,0,3000,21,Asbestos Concrete,58,0.36103764200000005,0.36176776899999996,0.346215516,1.7100000000000002e-05,0.95985204,281.65872189999993,97878.73438
1678,831716,2017-01-10 00:00:00,38.395092,-120.809303,Amador,Other (specify below),Boltdown manhole lid had been removed by contractor for construction purposes.  Lid had been replaced but bolts had not been.  Surcharged lines due to high storm flows displaced lid and caused overflow.,Yes,88.7029,Category 1,12000,0,0,12000,15,PVC,20,0.38285481899999996,0.369753331,0.34473022799999997,0.000253081,0.967924118,283.1106873,97391.59375
564,831718,2017-01-10 14:17:00,38.30531,-122.31435,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,89.376,Category 1,12165,0,0,12165,12,Clay,32,0.36946049299999995,0.375805855,0.360497743,7.52e-06,0.961072743,281.7817688,99982.73438
569,831719,2017-01-10 13:15:00,38.311479999999996,-122.31268999999999,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,88.8518,Category 1,8475,0,0,8475,8,Plastic,41,0.36946049299999995,0.375805855,0.360497743,7.52e-06,0.961072743,281.7817688,99982.73438
740,831720,2017-01-09 09:30:00,37.474722,-122.215833,San Mateo,Other (specify below),"Grease, heavy paper towels, storm.",Yes,47.1878,Category 1,10020,120,120,9900, , , ,0.372797072,0.365487754,0.34412425799999996,0.000128388,0.960864663,287.5401917,99846.02344
574,831721,2017-01-10 20:22:00,38.31858,-122.31105,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,108.045,Category 1,9192,0,0,9192,8,Plastic,41,0.362171739,0.37178459799999997,0.360365599,2.45e-05,0.961057305,284.2576294,100123.5469
656,831722,2017-01-10 21:05:00,38.28245,-122.27421000000001,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,14732,0,0,14732,8,Plastic,20,0.387364715,0.39002090700000003,0.378932208,0.000117809,0.9598314170000001,283.4751282,100297.4375
252,831723,2017-01-10 14:00:00,38.32196,-122.49296000000001,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,110.0859,Category 1,13800,0,0,13800, , , ,0.366042525,0.38264179200000004,0.370263368,1.1599999999999999e-05,0.9635141490000001,281.8188782,99038.73438
633,831724,2017-01-10 21:35:00,38.28568,-122.28883,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,105.885,Category 1,645,0,0,645,6,Clay,38,0.387364715,0.39002090700000003,0.378932208,0.000117809,0.9598314170000001,283.4751282,100297.4375
70,831725,2017-01-09 05:30:00,38.51011,-122.98621000000001,Sonoma,Pump Station Failure-Power,"Utility and Auxiliary Power Failure, System back-up due to flooding",Yes,98.4398,Category 1,769500,0,0,769500, , , ,0.439404309,0.42862492799999996,0.40841457200000003,0.001094341,0.969908178,284.27331539999994,98868.83594
1676,831726,2017-01-11 00:00:00,38.394778,-120.81655,Amador,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,166.9933,Category 1,33000,0,0,33000, , , ,0.38910391899999996,0.37630975200000005,0.35270825,0.00041663599999999996,0.9681219459999999,281.1071167,97834.90625
1240,831727,2017-01-06 15:00:00,38.551219,-121.389894,Sacramento,Root Intrusion, ,No,33.955999999999996,Category 1,677,3,3,674, , , ,0.282681972,0.28844136,0.283486038,1.06e-12,0.950449049,273.37982180000006,101742.6563
230,831728,2017-01-10 21:30:00,38.33834,-122.50773000000001,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,130.1405,Category 1,500,0,0,500, , , ,0.372594208,0.377935946,0.37075349700000004,0.000218987,0.9634935259999999,282.8442688,99161.4375
344,831730,2017-01-11 13:30:00,37.87728,-122.45357,Marin,Root Intrusion,"Crew found blockage caused by Roots, Tampons, Wipes and sand.",Yes,86.7374,Category 3,150,50,100,0,6,clay, ,0.400471687,0.36394953700000005,0.381912619,0.00021559,0.962735415,285.1803284,100461.3281
329,831731,2017-01-11 14:14:00,37.868159999999996,-122.4658,Marin,Root Intrusion,Heavy Roots,Yes,86.2296,Category 3,15,5,10,0,6,clay, ,0.403645515,0.405819654,0.380569845,0.000210285,0.962735415,285.24575810000005,100669.3281
333,831732,2017-01-09 14:00:00,37.86891,-122.46468999999999,Marin,Root Intrusion,"Heavy Roots between manhole, FL6 and FC1. Several off-set joints and  bad-spots ",No,49.47,Category 3,1,1,1,0,6,clay, ,0.421572447,0.390297413,0.365123123,0.000956059,0.962568462,287.51297,100303.9531
1417,831733,2017-01-09 19:00:00,38.569247,-121.325111,Sacramento,Root Intrusion, ,No,67.2894,Category 1,59,7,3,52, , , ,0.38668525200000003,0.315456688,0.300687671,0.000984192,0.953041852,286.92080689999995,100516.7656
1102,831734,2017-01-10 16:00:00,38.248517,-121.51639399999999,Sacramento,Other (specify below),The overflow was caused by a storm surge that exceeded the designed capacity of the collection system.,Yes,,Category 1,48551,3,3,48548, , , ,0.370365083,0.36758709,0.354372859,6.3e-06,0.9525175090000001,286.2111206,101760.7578
39,831736,2017-01-10 10:45:00,40.50307,-124.09363,Humboldt,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,82000,0,0,82000, , , ,0.44792792200000003,0.47042074799999994,0.450102955,8.34e-06,0.9774352909999999,279.6670837,97741.6875
710,831739,2017-01-11 00:00:00,37.85787,-122.24099,Alameda,Root Intrusion, ,No,88.9729,Category 1,16500,0,3000,13500,8,vcp, ,0.35919669299999996,0.310880065,0.328172117,0.000147343,0.960797727,283.8473511,100674.9063
1374,831740,2017-01-12 09:00:00,38.02809,-121.34929,San Joaquin,Debris-General, ,No,42.5566,Category 3,5,5,5,0,6, , ,0.420600116,0.39649322600000003,0.392707497,3.28e-06,0.9558737279999999,283.9021301,100740.8281
316,831741,2017-01-10 18:22:00,38.50431,-122.47473000000001,Napa,Other (specify below),Prolonged heavy rain,Yes,,Category 1,25600,0,0,25600,6,clay, ,0.397816271,0.415974051,0.40675231799999995,5.7600000000000004e-05,0.962033868,282.5271606,97747.54688
339,831744,2017-01-11 06:54:00,38.51186,-122.45992,Napa,Other (specify below),Prolonged heavy rain.,Yes,,Category 1,9000,500,1000,8000, , , ,0.436415464,0.427573442,0.415248126,0.000823498,0.962013245,282.84313960000003,97550.14844
885,831746,2017-01-10 00:00:00,38.01725,-122.09308999999999,Contra Costa,Other (specify below),Excessive Rain event 2.4   / 24 hrs and VFD/PLC Failure of Influent Pump #3,Yes,49.8332,Category 1,25800,0,0,25800,20,PVC,25,0.40263021,0.394533604,0.376956791,3.5e-05,0.9579143520000001,286.7225037,100263.5938
700,831747,2017-01-10 00:00:00,38.09219,-122.2501,Solano,"Rainfall Exceeded Design, I and I (Separate CS Only)","System Surcharge due to a Heavy rain event. Per the District's NPDES Permit. The Treatment plant can handle flows up to 60 MGD. Flows in excess of 60 MGD are diverted to the Ryder Street Storage basin. The intention behind this is to keep the flow levels as low as possible in the intersceptors in the collection system coming to the Treatment plant to avoid overflows in the collection system for as long as possible. The Plant's NPDES permit has 2 permitted bypass locations. One of them being the Ryder Street Storage basin, into the Coral Street Ditch which then flows into the Mare Island Strait.",Yes,53.6805,Category 1,1904766,0,6000,1904766, , , ,0.396038413,0.385744542,0.38354858799999997,4.2e-05,0.9598674770000001,286.36703489999996,100215.5938
678,831749,2017-01-10 20:20:00,38.14759,-122.26468999999999,Solano,Flow Exceeded Capacity (Separate CS Only),Rain event exceeded system capacity.,Yes,,Category 1,6150,0,0,6150,12,VCP,50,0.381458849,0.38826409,0.375746459,1.91e-05,0.959836602,284.8670044,100587.5469
68,831751,2017-01-11 12:20:00,38.50538,-122.99143000000001,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,156.4948,Category 1,1260,0,0,1260, , , ,0.434407234,0.445248365,0.43403664200000003,0.000386,0.969571352,284.2828674,98893.32813
69,831752,2017-01-11 12:48:00,38.50653,-122.99002,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,156.5538,Category 1,8405,0,0,8405, , , ,0.434407234,0.445248365,0.43403664200000003,0.000386,0.969571352,284.2828674,98893.32813
1720,831757,2017-01-09 11:40:00,38.07608,-120.53326000000001,Calaveras,Pipe Structural Problem/Failure, ,No,73.732,Category 3,360,360,100,0,4,ABS,30,0.43053633,0.40516060600000003,0.411995351,0.00011196700000000001,0.96355021,284.1817932,95366.02344
1598,831758,2017-01-10 08:36:00,38.658756,-121.20295300000001,Sacramento,Other (specify below),The overflow was caused by a storm surge that exceeded the designed capacity of the collection system.,Yes,97.9036,Category 1,12305,1,1,12304, , , ,0.34789767899999996,0.32158792,0.323754162,8.1e-05,0.9557119609999999,285.18594360000003,100242.0781
728,831763,2017-01-10 19:09:00,37.77278,-122.22563999999998,Alameda,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,39000,0,0,39000,8,VCP, ,0.261516929,0.148806065,0.216556385,3.5100000000000006e-05,0.9605998990000001,286.2928162,100151.5938
723,831764,2017-01-10 00:00:00,37.81203,-122.23228,Alameda,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,48.1131,Category 1,3300,0,0,3300,8, , ,0.356121421,0.311647862,0.325198978,3.5e-05,0.9605998990000001,286.5018005,100215.5938
773,831770,2017-01-10 00:00:00,37.76896,-122.19592,Alameda,Surcharged Pipe (Combined CS Only),"6,000 gallons overflowed from an eight inch VCP. The overflowed occurred due to pipe capacity. Surcharging was the cause of the overflow. Zero gallons was captured.",Yes,46.3502,Category 1,6000,0,0,6000,8,VCP, ,0.42496907700000003,0.400392979,0.39917358799999997,3.65e-05,0.9598674770000001,286.5428162,99895.59375
1287,831774,2017-01-10 20:57:00,38.58777,-121.3748,Sacramento,Other (specify below),The overflow was caused by a storm surge that exceeded the designed capacity of the collection system.,Yes,114.7724,Category 1,4890,41,0,4849, , , ,0.33275279399999996,0.328693777,0.314100951,1.01e-05,0.952268243,285.3709106,101339.5469
615,831776,2017-01-11 00:00:00,37.834033000000005,-122.294044,Alameda,Other (specify below),"All five pumps at the influent pump station at the EBMUD Main Wastewater Treatment Plant (MWWTP) lost control power and did not operate from approximately 2330 on 2017-01-10 to 0130 on 2017-01-11. Extreme weather conditions in the area led to a voltage sag at 2330 in the 115 kV PGE power lines feeding the MWWTP. This created a current surge at the MWWTP and the uninterruptable power supply system (UPS) at the influent pump station switched to the battery backup system for power feed. One of the cells in the backup battery system failed so the UPS switched back to the PGE power, and the current surge in PGE?s supply lines tripped the breaker for the UPS. This tripped breaker prevented all power from reaching the control systems for the five pumps at the influent pump station. Very high flow rates in the collection system were present at this time which caused the overflow to happen much faster than it would have in normal conditions.",Yes,89.4822,Category 1,4853000,0,0,4853000, , , ,0.35919669299999996,0.310880065,0.328172117,0.000147343,0.960797727,283.8473511,100674.9063
829,831777,2017-01-11 11:20:00,37.39291,-122.14355,Santa Clara,Root Intrusion, ,No,79.5525,Category 1,1400,280,0,1120,6,VCP, ,0.40045777,0.40942949100000003,0.38340371799999995,9.779999999999999e-05,0.960787416,284.53549189999995,99353.90625
1745,831778,2017-01-11 00:00:00,34.41013,-119.84723999999999,Santa Barbara,Root Intrusion, ,No,34.6942,Category 1,744,739,739,5,6,Clay,60,0.32831290399999996,0.32772576800000003,0.31120434399999997,1.86e-06,0.95811218,281.7526245,98402.90625
1223,831780,2017-01-11 14:00:00,38.601811,-121.396281,Sacramento,Root Intrusion, ,No,117.006,Category 1,147,47,48,98, , , ,0.37654590600000004,0.325131178,0.32637062699999997,0.000533581,0.95296979,283.2843323,100973.3281
1277,831781,2017-01-10 20:00:00,38.679417,-121.376369,Sacramento,Pump Station Failure-Mechanical, ,No,114.0062,Category 1,10001,1,1,10000, , , ,0.325916857,0.31392327,0.316664428,1.4099999999999999e-05,0.952512383,285.2224731,101227.5469
1160,831783,2017-01-10 18:25:00,38.703714,-121.443147,Sacramento,Other (specify below),The overflow was caused by a storm surge that exceeded the design capacity of SASD?s Rio Linda Pump Station.,Yes,,Category 1,22561,0,0,22561, , , ,0.329456896,0.318928152,0.320692748,1.6800000000000002e-05,0.953000665,284.9841919,101099.5469
1702,831784,2017-01-14 00:00:00,35.325379999999996,-120.69447,San Luis Obispo,Other (specify below),"Plastic bags main source, grit and rags",No,31.3498,Category 1,5000,1000,1000,4000,10,transite,57,0.428749055,0.45327609799999996,0.430914074,3.939999999999999e-09,0.9577547909999999,279.650238,98370.10938
1660,831785,2017-01-14 12:00:00,38.35318,-120.9318,Amador,Root Intrusion, ,Yes,54.6339,Category 3,25,25,0,0,6,Clay,35,0.3586061,0.37563794899999997,0.357683301,2.01e-11,0.963349462,276.2879639,99486.5625
1918,831786,2017-01-06 00:00:00,34.57926,-117.4236,San Bernardino,Other (specify below),Excessive sand,Yes,,Category 3,50,50,50,0, , , ,0.155672044,0.15455094,0.16173251,2.1e-06,0.911412358,282.90844730000003,89724.8125
1142,831787,2017-01-10 18:30:00,38.699908,-121.461175,Sacramento,Other (specify below),The overflow was caused by a storm surge that exceeded the design capacity of SASD?s Silver Oak Estates Pump Station.,Yes,103.6636,Category 1,31182,0,0,31182, , , ,0.329456896,0.318928152,0.320692748,1.6800000000000002e-05,0.953000665,284.9841919,101099.5469
762,831789,2017-01-14 12:46:00,37.811170000000004,-122.20313999999999,Alameda,Root Intrusion, ,No,28.9408,Category 3,255,255,0,0,8,vcp, ,0.330041647,0.308499277,0.324968457,4.08e-08,0.960663915,277.949585,100766.5625
211,831811,2017-01-14 06:30:00,37.881389,-122.530556,Marin,Debris from Lateral,Roots came from up stream .Line that plugged up is flat line,Yes,,Category 1,1000,200,400,600,6, ,65,0.406696111,0.43109315600000003,0.416768253,1.17e-06,0.9638480540000001,278.8005981,100871.1406
1060,831814,2017-01-14 00:00:00,38.55307,-121.76425,Yolo,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Resident opened lower lateral clean out.,Yes,52.066,Category 3,50,50,50,0, , , ,0.362953156,0.36282199600000004,0.350591809,5.89e-06,0.960440338,279.5223083,100818.1094
1069,831817,2016-12-23 07:40:00,37.6763,-121.744,Alameda,Root Intrusion, ,Yes,,Category 3,20,20,18,0, , , ,0.222432315,0.26810243699999997,0.259358048,0.0,0.953374267,279.6083374,98423.03125
1968,831818,2017-01-13 16:20:00,33.73922,-117.0707,Riverside,Other (specify below),Grease and mud had caused a blockage in the mainline.,Yes,23.1985,Category 3,465,465,200,0, , , ,0.237590611,0.255984396,0.24474699800000002,4.22e-05,0.944342494,280.4700317,92902.89063
1099,831820,2017-01-11 10:00:00,38.499520000000004,-121.51866000000001,Sacramento,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,109.2673,Category 1,4950,0,1950,3000, , , ,0.410589606,0.372075975,0.372783601,0.000440955,0.952242494,283.4143982,101257.9063
394,831849,2017-01-13 02:00:00,38.701258,-122.373333,Napa,Pump Station Failure-Mechanical, ,Yes,83.3645,Category 1,5000,2500,0,2500, , , ,0.407816112,0.42200195799999995,0.406906813,5.45e-07,0.960252821,279.597168,97006.96875
207,831864,2017-01-13 13:10:00,37.9545,-122.53378000000001,Marin,Root Intrusion,Root intrusion from a lateral,No,52.3324,Category 1,2250,32,32,2218,6,VCP,60,0.422444373,0.43297088100000003,0.416821361,0.00029420900000000003,0.963639915,278.8451233,100342.3281
1419,831867,2017-01-12 15:00:00,38.667894,-121.32392800000001,Sacramento,Root Intrusion, ,No,88.3625,Category 1,17,7,6,9, , , ,0.306260437,0.28299123,0.290426493,8.669999999999999e-05,0.954647839,282.71588130000004,100159.1797
975,831872,2017-01-08 20:30:00,37.23485,-121.97778999999998,Santa Clara,"Rainfall Exceeded Design, I and I (Separate CS Only)",Infiltration into sanitary system due to a heavy rain event caused over capacity issues,Yes,,Category 3,250,250,250,0,6,, ,0.36036205299999996,0.340421975,0.32419759,0.000139534,0.9604021309999999,285.17321780000003,98388.57813
652,831874,2017-01-18 08:40:00,37.49105,-122.27608000000001,San Mateo,Root Intrusion, ,Yes,0.5515,Category 3,40,40,40,0, , , ,0.370622605,0.39881563200000003,0.37696021799999996,7.650000000000001e-13,0.962339938,275.3789368,100655.6172
1691,831878,2017-01-14 10:00:00,38.734359999999995,-120.78002,El Dorado,Other (specify below),cap from cleanout upstream was blocking city main,No,67.2072,Category 1,50,0,50,50,6,ac,50,0.42938017799999995,0.441209495,0.44301301200000004,6.19e-07,0.9679932590000001,273.9145508,93124.6875
892,831882,2017-01-13 09:00:00,37.879909999999995,-122.08435,Contra Costa,Root Intrusion, ,No,47.9278,Category 3,30,30,0,0,6,VCP,54,0.434394389,0.455575585,0.432535648,2.49e-09,0.959260821,280.91931150000005,100192.2813
771,831893,2017-01-15 00:00:00,37.824220000000004,-122.19838999999999,Alameda,Other (specify below),Dirt from mudslides.,Yes,4.8063,Category 1,6510,0,0,6510,8,HDPE, ,0.316825181,0.307057887,0.324044049,0.0,0.960648477,285.153656,100968.4375
1907,831894,2017-01-13 00:00:00,34.1081,-117.71608,Los Angeles,Debris from Lateral, ,No,44.1257,Category 1,2000,0,0,2000, , , ,0.326151073,0.218510762,0.226853102,0.000298977,0.947557509,284.105957,94662.96875
563,831904,2017-01-18 20:30:00,38.30531,-122.31435,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,28.2799,Category 1,94,0,0,94,6,ACP, ,0.35980820700000005,0.380901396,0.38270425799999996,3.98e-07,0.96260184,273.806488,100434.1172
539,831905,2017-01-18 22:12:00,38.3257,-122.3194,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,31.5293,Category 1,14,0,0,14,6,ACP, ,0.36859011700000005,0.38934043,0.393407822,6.39e-06,0.962610662,275.5841675,99724.73438
1031,831910,2017-01-14 00:00:00,36.611725,-121.82508899999999,Monterey,Root Intrusion, ,No,20.631999999999998,Category 3,200,0,200,0, , , ,0.242225617,0.149504125,0.18713966,1.56e-07,0.9616610409999999,279.6521912,99330.10938
601,831932,2017-01-20 08:09:00,37.544753,-122.302799,San Mateo,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,35.9048,Category 1,21180,0,0,21180,33,CIPP,1,0.406500071,0.401897073,0.37756019799999996,0.00026619400000000003,0.9626992940000001,283.2804565,99927.54688
1805,831935,2017-01-20 12:30:00,34.081579999999995,-118.41033999999999,Los Angeles,Root Intrusion, ,Yes,,Category 1,6325,0,1000,5325,12,VCP,52,0.251610696,0.261207402,0.27406752100000004,2.1600000000000003e-05,0.95269835,283.5204773,98853.21094
1804,831936,2017-01-20 14:00:00,34.070809999999994,-118.41111000000001,Los Angeles,Root Intrusion,Residential private lateral root intrusion.,Yes,,Category 3,35,0,35,0,8,CIPP,4,0.251610696,0.261207402,0.27406752100000004,2.1600000000000003e-05,0.95269835,283.5204773,98853.21094
1708,831937,2017-01-20 00:00:00,35.29079,-120.67171,San Luis Obispo,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,20.7514,Category 1,31500,0,0,31500,10,VCP,48,0.4156138,0.439548969,0.41981312600000004,1.0099999999999999e-07,0.959516585,283.83828739999996,98921.375
1704,831938,2017-01-20 00:00:00,35.154895,-120.67698999999999,San Luis Obispo,Other (specify below),Excessive rain caused infiltration into sanitary sewer system. Lift station pumps unable to maintain normal operating level.,Yes,,Category 1,18000,0,0,18000, , , ,0.397547394,0.39755678200000005,0.403699845,8.97e-08,0.956831038,284.8871155,100201.375
1960,831947,2017-01-20 17:00:00,33.325371999999994,-117.16241399999998,San Diego,Vandalism,Upon arrival Rainbow mwd crew noticed secured manhole - unsecured and missing manhole lid. Due to the volume and color of incoming sewer and current heavy rainfall activity -  Rainbow Municipal Water District immediately dispatched crews upstream to locate problems. Found (1)  manhole with lid removed at Pala Mesa golf course  crew immediately diverted water flow away from manhole at creek and called Supervisor. Crews repaired manhole by installing bolts tied down to manhole frame avoiding further vandalism.,Yes,,Category 2,24000,24000,24000,0,8,VCP,52,0.204669178,0.214961395,0.21114487899999998,1.06e-06,0.954678118,281.2105103,96599.82813
223,831952,2017-01-22 00:00:00,37.54629,-122.51377,San Mateo,Pump Station Failure-Power, ,Yes,50.7078,Category 1,11500,9500,7000,2000, , , ,0.373052716,0.381962061,0.36458271700000006,1.3e-06,0.964532375,283.85086060000003,99057.34375
208,831953,2017-01-21 11:27:00,37.990159999999996,-122.53341,Marin,Root Intrusion,Partial blockage of downstream discharge pipe at manhole.  HDPE pipe with poor connection to manhole allowed root intrusion at joint .,Yes,48.8819,Category 3,67,67,0,0,6,HDPE,20,0.390954494,0.408910006,0.40902742700000005,3.21e-05,0.9647055859999999,281.9930725,100010.0313
430,831954,2017-01-22 19:35:00,37.95033,-122.35715,Contra Costa,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,9325,0,0,9325, , , ,0.461093873,0.465208501,0.46404516700000004,4.6899999999999995e-05,0.9641417259999999,281.79586789999996,100076.7188
1984,831966,2017-01-23 11:00:00,32.75697,-116.97393999999998,San Diego,Root Intrusion, ,Yes,50.5334,Category 1,3500,0,0,3500,8,vcp,50,0.250005126,0.25861591100000003,0.24689814399999999,1.3600000000000001e-08,0.94830811,279.96249389999997,97942.5625
1914,831971,2017-01-22 18:33:00,33.976079999999996,-117.53208000000001,Riverside,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,45976,0,0,45976,15,VCP,50,0.22879406800000002,0.211851567,0.22155249100000002,2.1300000000000001e-07,0.9472960229999999,282.03024289999996,96668.71875
25,831973,2017-01-20 07:30:00,40.5918341,-124.154211,Humboldt,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,1500,0,0,1500,8,AC,20,0.458624095,0.470744729,0.45214515899999996,0.00017958900000000002,0.975882888,282.2863159,96719.54688
579,831978,2017-01-20 07:50:00,38.31065,-122.31008,Napa,Debris-Rags, ,No,50.0022,Category 1,205,0,0,205,8,Clay,52,0.423589915,0.39286387,0.388302386,0.0009040830000000001,0.962943435,281.8410034,99495.54688
96,831980,2017-01-20 08:52:00,38.2827,-122.6652,Sonoma,Flow Exceeded Capacity (Separate CS Only),storm surge,Yes,63.3283,Category 1,1500,0,0,1500, , , ,0.49878522799999997,0.500529885,0.48498207299999996,0.0008509160000000001,0.965384841,283.1378784,99415.54688
95,831982,2017-01-22 07:41:00,38.28273,-122.66521000000002,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)",storm surge,Yes,101.1809,Category 1,479,0,0,479, , , ,0.48319187799999996,0.5099220870000001,0.49866098200000003,1.28e-05,0.965806365,280.0117798,98535.00781
1908,831983,2017-01-22 18:10:00,33.59863,-117.70938999999998,Orange,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,85.7569,Category 2,2000,2000,2000,0, , , ,0.281040162,0.293943852,0.282648683,3.07e-11,0.9585264920000001,283.3056335,99108.71875
1987,831985,2017-01-21 13:30:00,33.927913000000004,-116.94681000000001,Riverside,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),Damaged lateral to Collection system. Rain storm caused erosion through the damaged lateral into the sewer main and caused blockage.,Yes,36.9101,Category 1,7500,0,0,7500,12,PVC,10,0.28993633399999996,0.265283465,0.253818125,6.39e-05,0.9376325609999999,276.29937739999997,88173.82813
915,831987,2017-01-13 16:00:00,38.244304,-122.05566999999999,Solano,Root Intrusion, ,No,52.84,Category 3,2,2,2,0, , , ,0.43174344299999995,0.43384084100000003,0.419673741,3.4399999999999996e-05,0.95825851,278.4641724,100414.8906
921,831988,2017-01-13 17:00:00,38.254427,-122.047752,Solano,Root Intrusion, ,No,52.8697,Category 3,5,5,5,0, , , ,0.43174344299999995,0.43384084100000003,0.419673741,3.4399999999999996e-05,0.95825851,278.4641724,100414.8906
1636,831989,2017-01-22 13:05:00,39.23973,-121.0727,Nevada,Pump Station Failure-Power, ,Yes,74.429,Category 2,1042,1042,0,0,10,pvc,25,0.43513566299999995,0.440624475,0.442962646,6.330000000000001e-05,0.966068268,273.6131287,91795.5625
759,831994,2017-01-22 08:00:00,37.78049,-122.20613,Alameda,Grease Deposition (FOG),Ninety gallons overflowed from an eight inch VCP sewer main on to the curb and gutter. The waste water overflowed due to a large grease obstruction in the pipe. Ninety gallons was captured and returned to collection system.,Yes,55.8869,Category 3,90,90,90,0, , , ,0.447913557,0.438022643,0.440433443,4.68e-05,0.9631208179999999,280.4619751,98783.00781
893,832009,2017-01-20 12:00:00,37.8795,-122.08075,Contra Costa,Other (specify below),"Roots, grease and rags",No,36.062,Category 3,20,20,0,0,6,VCP,54,0.468224466,0.463844121,0.439594865,0.00037217099999999997,0.961731553,282.67965699999996,99597.21094
1912,832010,2017-01-22 00:00:00,33.45577,-117.57133,Orange,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,34.3765,Category 1,600,0,0,600,18,,27,0.252935529,0.195011392,0.193684265,0.000267029,0.9596495629999999,284.2033997,98769.34375
152,832011,2017-01-22 04:20:00,37.976420000000005,-122.56351000000001,Marin,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,63.9057,Category 1,15000,3000,3000,12000,18,Concrete,80,0.408445567,0.423090994,0.419760019,0.000106901,0.9650472999999999,280.7868042,98381.19531
254,832016,2017-01-18 20:35:00,38.321940000000005,-122.49293,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,35.2319,Category 1,900,0,0,900, , , ,0.359564066,0.389324248,0.390760899,4.27e-10,0.964310825,274.65609739999996,99474.11719
1812,832017,2017-01-20 14:30:00,33.77925,-118.38741,Los Angeles,Root Intrusion, ,No,36.9568,Category 3,30,30,20,0, , , ,0.264367044,0.29721814399999996,0.28542006,3.37e-06,0.956116319,285.0195007,101709.2109
262,832018,2017-01-18 21:00:00,38.32209,-122.48903,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,36.0964,Category 1,600,0,0,600, , , ,0.34576296799999995,0.375302345,0.378759384,1.17e-06,0.963343084,276.0958862,99484.73438
1864,832019,2017-01-20 13:50:00,33.778969000000004,-118.148655,Los Angeles,Other (specify below),(See Attachment 2),Yes,35.1025,Category 1,4000,0,0,4000,24,VCP,49,0.18837827399999998,0.213599965,0.228046998,6.17e-07,0.956116319,285.5370789,101693.2109
279,832024,2017-01-18 21:15:00,38.32031,-122.48773999999999,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,36.7221,Category 1,9000,0,0,9000, , , ,0.38458132700000003,0.410458595,0.408666611,2.69e-06,0.963343084,275.7970581,100284.7344
1967,832026,2017-01-24 00:00:00,32.777528000000004,-117.07194399999999,San Diego,Debris-General,Paper towels and some type of plastic bag,No,51.8258,Category 1,250,0,0,250,4,clay,60,0.385820448,0.382260799,0.366879374,0.000728846,0.95029676,285.3935852,98657.35156
1966,832027,2017-01-19 00:00:00,32.671623,-117.10046299999999,San Diego,Grease Deposition (FOG), ,Yes,0.1505,Category 1,7500,0,0,7500, , , ,0.24398478899999998,0.256007731,0.265585929,0.0,0.9518773559999999,295.72341919999997,100413.4141
1711,832028,2017-01-22 00:00:00,35.265029999999996,-120.65618,San Luis Obispo,Root Intrusion, ,No,56.0353,Category 1,6200,0,0,6200, , , ,0.46838963,0.46655678700000003,0.441242874,0.0005288119999999999,0.960137844,284.20047,96889.34375
